P_PV;P_BESS;E_BESS;T_BESS;pv2load;pv2bess;pv2curtail;pv2grid;bess2load;bess2grid;grid2load;grid2bess;annual_energy;capex;capex_pv;capex_bess;opex;opex_pv;opex_bess;capex_co2;capex_co2_pv;capex_co2_bess;opex_co2;opex_co2_pv;opex_co2_bess;lcoe_investor;lcoe_enduser;lcoe_revenue;lco2_investor;lco2_enduser;lco2_abatement;savings;energy_procurement_costs;energy_procurement_costs_load;energy_procurement_costs_bess;profit;profit_pv;profit_bess;co2avoided;co2burden;co2burden_load;co2burden_bess;co2abatement;co2abatement_pv;co2abatement_bess;cycles;self_sufficiency;ress;self_consumption;net_savings;net_co2avoided;net_earnings;net_abatement;PV_Load_M;BESS_Load_M;pv2load_share;pv2bess_share;pv2grid_share;curtailment_share;bess2load_share;bess2grid_share;earnings_class;co2abatement_class;savings_class;co2avoided_class;label
1.0;1.5;1.5;1.0;1666828;74085;0;8969;433405;3336;18236211;515423;2112538.0;755000.0;80000.0;675000.0;12000.0;3000.0;9000.0;183000.0;33000.0;150000.0;0.0;0.0;0.0;0.031480480529243245;0.04932376744857987;0.031310317973873916;0.01186146675085093;0.02702571548104032;0.011705443981563186;147303.24596999958;1261624.2966300005;1243517.452980002;18106.843650000013;477.23641;479.9804399999999;-2.74403;78669.32381000013;715698.2246100012;696534.3021500012;19163.922459999994;437.58009;326.30389;111.27619999999999;291.0;10.351612357815185;8.48390628509548;0.002980746063986844;-1114321.0506600009;-637028.9008000011;-1113843.8142500008;-636591.320710001;0.3;0.5;0.9525373710913079;0.04233714044718444;0.005125488461507691;0.0;0.9923616056198067;0.007638394380193295;negative;negative;negative;negative;Economic Dispatch Optimisation
1.0;1.5;1.5;1.0;1716529;24511;0;8848;30002;0;18540147;0;1755379.0;755000.0;80000.0;675000.0;12000.0;3000.0;9000.0;183000.0;33000.0;150000.0;0.0;0.0;0.0;0.030115925237486955;0.050145576034059884;0.029916443973940006;0.006051521438692402;0.026821731016154822;0.005912430678040189;104911.88584999983;1280360.5416100016;1280360.5416100016;0.0;464.87699;464.87699;0.0;65011.63836000004;708272.4779800016;708272.4779800016;0.0;324.14118999999994;324.14118999999994;0.0;20.0;8.60828864364445;8.60828864364445;0.0029809635100913456;-1156712.4107800007;-650686.5862500011;-1156235.1743700006;-650249.0061600012;0.3;0.5;0.9809364942213444;0.014007182173944846;0.005056323604710701;0.0;1.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;1.5;6.0;4.0;1633948;115918;0;28;1430384;1079;17397867;1803451;3065439.0;1655000.0;80000.0;1575000.0;39000.0;3000.0;36000.0;633000.0;33000.0;600000.0;0.0;0.0;0.0;0.05700443633519298;0.050881045106583145;0.05700445286238767;0.028410940713706027;0.02869936828000124;0.028401862327629656;254143.59459000034;1215716.9291900021;1150268.769750002;65448.159440000076;-0.06725999999999999;-0.0025199999999999997;-0.06473999999999999;116002.59897000022;730901.1569500035;664059.6702800023;66841.48667000014;36.94591;0.93968;36.006229999999995;238.0;15.103456140175172;8.479170719081457;0.0029960751582671866;-961573.3346000018;-614898.5579800033;-961573.4018600018;-614861.6120700033;0.3;0.5;0.9337411294626989;0.06624286956809955;1.6000969201563067e-05;0.0;0.9992462257145313;0.0007537742854687826;negative;negative;negative;negative;Economic Dispatch Optimisation
1.0;1.5;6.0;4.0;1716529;33368;0;0;73626;0;18501998;0;1790155.0;1655000.0;80000.0;1575000.0;39000.0;3000.0;36000.0;633000.0;33000.0;600000.0;0.0;0.0;0.0;0.07007508898279666;0.05360431412766807;0.07007508898279666;0.020525675521667397;0.028045501785594052;0.020525675521667397;108130.18990999986;1277545.2226600014;1277545.2226600014;0.0;0.0;0.0;0.0;66744.7175300001;706756.8519100018;706756.8519100018;0.0;0.0;0.0;0.0;12.0;8.82330228141575;8.82330228141575;0.0029961282356627734;-1107586.7392800022;-664156.4394200033;-1107586.8065400023;-664119.4935100034;0.3;0.5;0.9809314491081476;0.01906855089185249;0.0;0.0;1.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;1.5;12.0;8.0;1604536;145332;0;28;2119958;0;16824383;2661509;3724522.0;2855000.0;80000.0;2775000.0;75000.0;3000.0;72000.0;1233000.0;33000.0;1200000.0;0.0;0.0;0.0;0.08066499715530895;0.054338728421953565;0.08066499766495065;0.03920182620209167;0.03063424542834048;0.039201636162364585;330635.1056500007;1187373.7939600018;1083530.2344300018;103843.55953000004;-0.0025199999999999997;-0.0025199999999999997;0.0;141527.80073999974;740699.639750003;641879.7647200028;98819.87502999991;0.93968;0.93968;0.0;176.0;18.357257559998587;8.44944215391227;0.002996078582615289;-856738.688310001;-599171.8390100033;-856738.6908300011;-599170.8993300032;0.3;0.5;0.916932206256829;0.08305179279225737;1.6000950913654296e-05;0.0;1.0;0.0;negative;negative;negative;negative;Economic Dispatch Optimisation
1.0;1.5;12.0;8.0;1716529;33368;0;0;123403;0;18458559;0;1839932.0;2855000.0;80000.0;2775000.0;75000.0;3000.0;72000.0;1233000.0;33000.0;1200000.0;0.0;0.0;0.0;0.120775739812879;0.05823149322412438;0.120775739812879;0.03889964955920686;0.029687058254126868;0.03889964955920686;111947.6623599998;1274213.7864000022;1274213.7864000022;0.0;0.0;0.0;0.0;68767.54473;704991.554120001;704991.554120001;0.0;0.0;0.0;0.0;10.0;9.068642778558193;9.068642778558193;0.0029961282356627734;-1075426.131600002;-671932.095020003;-1075426.134120002;-671931.155340003;0.3;0.5;0.9809314491081476;0.01906855089185249;0.0;0.0;1.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;6.0;6.0;1.0;1664542;85321;0;28;1595586;12699;17223841;2080204;3272855.0;2780000.0;80000.0;2700000.0;39000.0;3000.0;36000.0;633000.0;33000.0;600000.0;0.0;0.0;0.0;0.07487929672972551;0.05366892038862098;0.07488173285645307;0.02903217768005495;0.0287908780042461;0.02893456877052006;271926.45513000025;1206825.52709;1134710.3391600011;72115.18793;-10.58502;-0.0025199999999999997;-10.5825;123487.123;734779.6506600035;657415.5240800023;77364.12657999997;424.11269000000004;0.93968;423.17301000000003;268.0;16.068493968459357;8.514033295468064;0.002996070021745033;-934899.0719599997;-611292.5276600035;-934909.6569799997;-610868.4149700035;0.3;2.0;0.9512261049402506;0.04875789406311593;1.6000996633504602e-05;0.0;0.9921040114158871;0.00789598858411289;negative;negative;negative;negative;Economic Dispatch Optimisation
1.0;6.0;6.0;1.0;1716529;33368;0;0;73625;0;18501999;0;1790154.0;2780000.0;80000.0;2700000.0;39000.0;3000.0;36000.0;633000.0;33000.0;600000.0;0.0;0.0;0.0;0.10655442964566096;0.05682245234974749;0.10655442964566096;0.02052568698753878;0.028045502232517686;0.02052568698753878;108131.12812999985;1277544.4070500014;1277544.4070500014;0.0;0.0;0.0;0.0;66744.7095100001;706756.8639500019;706756.8639500019;0.0;0.0;0.0;0.0;12.0;8.823297352623392;8.823297352623392;0.0029961282356627734;-1098694.3989600001;-668034.9411500035;-1098704.98398;-667610.8284600035;0.3;2.0;0.9809314491081476;0.01906855089185249;0.0;0.0;1.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
1.0;6.0;24.0;4.0;1655063;94806;0;28;4798271;4233;14437121;6301931;6457595.0;6380000.0;80000.0;6300000.0;147000.0;3000.0;144000.0;2433000.0;33000.0;2400000.0;0.0;0.0;0.0;0.1003994817496254;0.06141895379886257;0.10039951166893198;0.04905600307806661;0.03498557323735774;0.049039416830471264;606180.0576700008;1064924.761309998;842859.9344999997;222064.82680999997;-0.2565;-0.0025199999999999997;-0.25398;246635.66837000006;783000.4775899991;549936.2334200018;233064.24417000034;142.19489;0.93968;141.25520999999998;200.0;31.807143294819625;8.50797364836378;0.00299608029478934;-458744.7036399973;-536364.809219999;-458744.9601399973;-536222.6143299991;0.3;2.0;0.9458059531503854;0.05417804590784486;1.600094176971559e-05;0.0;0.9991185848049268;0.0008814151950732368;negative;negative;negative;negative;Economic Dispatch Optimisation
1.0;6.0;24.0;4.0;1716529;33368;0;0;222951;0;18371688;0;1939480.0;6380000.0;80000.0;6300000.0;147000.0;3000.0;144000.0;2433000.0;33000.0;2400000.0;0.0;0.0;0.0;0.24804095490032047;0.07069248447378;0.24804095490032047;0.0728184094248617;0.032967136829713646;0.0728184094248617;119578.39925999971;1267554.7971600005;1267554.7971600005;0.0;0.0;0.0;0.0;72812.10509999999;701462.0560000018;701462.0560000018;0.0;0.0;0.0;0.0;9.0;9.55929420008894;9.55929420008894;0.0029961282356627734;-945346.3620499984;-710188.372489999;-945346.6185499984;-710046.1775999991;0.3;2.0;0.9809314491081476;0.01906855089185249;0.0;0.0;1.0;0.0;negative;negative;negative;negative;Environmental Dispatch Optimisation
